Time,Symbol,Price,Quantity,Type,Status,Value,maxPerf,maxLoss,maxDd,curPerf,pastPerfAvg,successRatio
2015-03-10T14:00:00Z,EBAY,24.625447457861,-414,Market,Filled,-10194.935247555,0.0350638297872340425531914894,-0.0074893617021276595744680851,0.0127659574468085106382978724,0.022297872340425531914893617,-0.0032954515108414850076920844, 0.1 
2015-03-10T14:00:00Z,GRPN,156.6,63,Market,Filled,9865.8,0,0,0,0,0,1 
2015-03-10T14:00:00Z,JD,28.48,-344,Market,Filled,-9797.12,-0.0152143845089903181189488243,-0.0152143845089903181189488243,   0,-0.0152143845089903181189488243,-0.0122307659927981049385792028,   0 
2015-03-10T14:00:00Z,W,28.71,-345,Market,Filled,-9904.95,0.0062370062370062370062370062,-0.0083160083160083160083160083,0.0114345114345114345114345114,-0.0051975051975051975051975052,0.1111613360676858130168826264, 0.6 
2015-03-10T15:00:00Z,GRPN,153.6,-63,Market,Filled,-9676.8,-0.0191570881226053639846743295,-0.0191570881226053639846743295,   0,-0.0191570881226053639846743295,0.0091544018888464746716432681, 0.9 
2015-03-10T15:00:00Z,GRUB,42.44,-231,Market,Filled,-9803.64,-0.0037079953650057937427578216,-0.0164542294322132097334878331,0.0127462340672074159907300115,-0.0164542294322132097334878331,-0.0126666798748294540602249386,   0 
2015-03-10T15:00:00Z,NETE,115,-83,Market,Filled,-9545,   0,-0.0336134453781512605042016807,0.0336134453781512605042016807,-0.0336134453781512605042016807,-0.0143782936903574989317761003,   0 
2015-03-10T18:00:00Z,FLWS,12.45,801,Market,Filled,9972.45,0,0,0,0,0,1 
2015-03-10T20:00:00Z,GRPN,157,63,Market On Open,Filled,9891,0,0,0,0,0,1 
2015-03-11T14:00:00Z,NETE,120,83,Market,Filled,9960,0,0,0,0,0,1 
2015-03-11T15:00:00Z,GRUB,43.03,231,Market,Filled,9939.93,0,0,0,0,0,1 
2015-03-11T15:00:00Z,OSTK,23.5,-431,Market,Filled,-10128.5,0.0237889273356401384083044983,   0,0.0134083044982698961937716263,0.0164359861591695501730103806,-0.0139758560222738696815428984, 0.3 
2015-03-11T17:00:00Z,EBAY,24.654148445574,404,Market,Filled,9960.275972012,0,0,0,0,0,1 
2015-03-11T17:00:00Z,PETS,12.521687211,-799,Market,Filled,-10004.828081589,0.0215123859191655801825293351,-0.00782268578878748370273794,0.0182529335071707953063885268,0.0032594524119947848761408083,-0.0048864099711557338675982744, 0.1 
2015-03-11T18:00:00Z,MELI,124.166731755,80,Market,Filled,9933.3385404,0,0,0,0,0,1 
2015-03-11T18:00:00Z,NETE,116,-83,Market,Filled,-9628,-0.0083333333333333333333333333,-0.0333333333333333333333333333,0.0250000000000000000000000000,-0.0333333333333333333333333333,-0.0285861463229359540426340028,   0 
2015-03-11T18:00:00Z,STMP,55.8,178,Market,Filled,9932.4,0,0,0,0,0,1 
2015-03-11T20:00:00Z,EBAY,24.625447457861,-404,Market On Open,Filled,-9948.6807729759,-0.0026609013803425910527191086,-0.0074837851322135373357724929,0.0048228837518709462830533843,-0.0074837851322135373357724929,0.019319706593161624989827006, 0.9 
2015-03-11T20:00:00Z,OSTK,23.76,421,Market On Open,Filled,10002.96,0,0,0,0,0,1 
2015-03-12T14:00:00Z,CPRT,9.2575,1077,Market,Filled,9970.3275,0,0,0,0,0,1 
2015-03-12T14:00:00Z,PETS,12.765774681,781,Market,Filled,9970.070025861,0,0,0,0,0,1 
2015-03-12T14:00:00Z,TZOO,9.82,1015,Market,Filled,9967.3,0,0,0,0,0,1 
2015-03-12T15:00:00Z,W,28.85,345,Market,Filled,9953.25,0,0,0,0,0,1 
2015-03-12T16:00:00Z,BABA,82.54,120,Market,Filled,9904.8,0,0,0,0,0,1 
2015-03-12T16:00:00Z,AMZN,373.36,26,Market,Filled,9707.36,0,0,0,0,0,1 
2015-03-12T16:00:00Z,EXPE,86.03433126,115,Market,Filled,9893.9480949,0,0,0,0,0,1 
2015-03-12T17:00:00Z,GRPN,157.8,-63,Market,Filled,-9941.4,0.0203562340966921119592875318,   0,0.0165394402035623409669211196,0.0038167938931297709923664122,-0.004276815471497699973051323, 0.5 
2015-03-12T17:00:00Z,TRIP,74.80585506,133,Market,Filled,9949.17872298,0,0,0,0,0,1 
2015-03-12T18:00:00Z,BABA,81.98,-120,Market,Filled,-9837.6,-0.0062999757693239641385994669,-0.0067845892900411921492609644,0.0004846135207172280106614975,-0.0067845892900411921492609644,-0.0045159574484877150931684274,   0 
2015-03-12T18:00:00Z,JD,28,356,Market,Filled,9968,0,0,0,0,0,1 
2015-03-12T18:00:00Z,NETE,136,73,Market,Filled,9928,0,0,0,0,0,1 
2015-03-12T18:00:00Z,TZOO,9.52,-1015,Market,Filled,-9662.8,-0.0101832993890020366598778004,-0.0305498981670061099796334012,0.0203665987780040733197556008,-0.0305498981670061099796334012,-0.0227761053545492165756525831,   0 
2015-03-13T14:00:00Z,TRIP,74.476823125,-133,Market,Filled,-9905.417475625,0.0011887779362815026153114598,-0.0043984783642415596766524013,0.0055872563005230622919638611,-0.0043984783642415596766524013,-0.0004398478364241559676652401,   0 
2015-03-13T15:00:00Z,AMZN,368.91,-26,Market,Filled,-9591.66,0.0023569745018212984786800943,-0.0119187915148917934433254768,0.0142757660167130919220055711,-0.0119187915148917934433254768,-0.0116507795466031942708620005,   0 
2015-03-13T15:00:00Z,NETE,115,-73,Market,Filled,-8395,-0.0661764705882352941176470588,-0.1544117647058823529411764706,0.0882352941176470588235294118,-0.1544117647058823529411764706,-0.0454971988795518207282913165,   0 
2015-03-13T15:00:00Z,OSTK,23.59,-421,Market,Filled,-9931.39,0.0202959830866807610993657505,-0.0025369978858350951374207188,0.0228329809725158562367864693,-0.0025369978858350951374207188,0.0040257373492599647579523262, 0.7 
2015-03-13T15:00:00Z,TZOO,9.79,1018,Market,Filled,9966.22,0,0,0,0,0,1 
2015-03-13T16:00:00Z,FLWS,12.77,-801,Market,Filled,-10228.77,0.0610441767068273092369477912,-0.0080321285140562248995983936,0.0353413654618473895582329318,0.0257028112449799196787148594,0.1531248097751449420602929277,   1 
2015-03-13T16:00:00Z,CPRT,9.2375,-1077,Market,Filled,-9948.7875,0.0102619497704563867134755604,-0.002160410477990818255468539,0.0124223602484472049689440994,-0.002160410477990818255468539,-0.0132455316644210657397559691,   0 
2015-03-13T16:00:00Z,PETS,12.765774681,-781,Market,Filled,-9970.070025861,0.0108349267049075844486934353,-0.0050987890376035691523263225,0.0108349267049075844486934353,   0,-0.0015919719309549818024394296, 0.4 
2015-03-13T16:00:00Z,STMP,56.02,-178,Market,Filled,-9971.56,0.0284946236559139784946236559,   0,0.0245519713261648745519713262,0.0039426523297491039426523297,-0.0258430229026183099447178178, 0.1 
2015-03-13T17:00:00Z,CPRT,9.3,1072,Market,Filled,9969.6,0,0,0,0,0,1 
2015-03-13T17:00:00Z,JD,27.95,-356,Market,Filled,-9950.2,0.0071428571428571428571428571,-0.0017857142857142857142857143,0.0089285714285714285714285714,-0.0017857142857142857142857143,-0.0138715174866627148784825133,   0 
2015-03-13T17:00:00Z,MELI,124.245926035,-80,Market,Filled,-9939.6740828,0.019612532886869170055010763,   0,0.018974726939328709240213665,0.000637805947540460814797098,-0.0154043333808226160623466131, 0.1 
2015-03-13T18:00:00Z,CPRT,9.255,-1072,Market,Filled,-9921.36,-0.0048387096774193548387096774,-0.0048387096774193548387096774,   0,-0.0048387096774193548387096774,-0.0122816814525383363442703685,   0 
2015-03-13T19:00:00Z,PETS,12.77391093,780,Market,Filled,9963.6505254,0,0,0,0,0,1 
2015-03-16T14:00:00Z,BABA,83.4,119,Market,Filled,9924.6,0,0,0,0,0,1 
2015-03-16T14:00:00Z,CPRT,9.4,1061,Market,Filled,9973.4,0,0,0,0,0,1 
2015-03-16T14:00:00Z,OSTK,23.98,415,Market,Filled,9951.7,0,0,0,0,0,1 
2015-03-16T14:00:00Z,TZOO,9.54,-1018,Market,Filled,-9711.72,-0.0102145045965270684371807967,-0.0255362614913176710929519918,0.0153217568947906026557711951,-0.0255362614913176710929519918,-0.0257297607147389919776425836,   0 
2015-03-16T15:00:00Z,EBAY,24.539344494722,406,Market,Filled,9962.9738648571,0,0,0,0,0,1 
2015-03-16T16:00:00Z,AMZN,372.38,26,Market,Filled,9681.88,0,0,0,0,0,1 
2015-03-16T16:00:00Z,STMP,58,171,Market,Filled,9918,0,0,0,0,0,1 
2015-03-16T17:00:00Z,PETS,12.863409669,-780,Market,Filled,-10033.45954182,0.0121019108280254777070063694,   0,0.0050955414012738853503184713,0.0070063694267515923566878981,0.000846116749171914884966812, 0.5 
2015-03-16T17:00:00Z,TRIP,73.729831705,135,Market,Filled,9953.527280175,0,0,0,0,0,1 
2015-03-16T18:00:00Z,TRIP,73.729831705,-135,Market,Filled,-9953.527280175,   0,   0,   0,   0,-0.0039586305278174037089871612,   0 
2015-03-16T19:00:00Z,MELI,125.097264545,79,Market,Filled,9882.683899055,0,0,0,0,0,1 
2015-03-16T19:00:00Z,TZOO,9.66,1032,Market,Filled,9969.12,0,0,0,0,0,1 
2015-03-16T20:00:00Z,PETS,12.77391093,778,Market On Open,Filled,9938.10270354,0,0,0,0,0,1 
2015-03-17T14:00:00Z,GRPN,156.8,63,Market,Filled,9878.4,0,0,0,0,0,1 
2015-03-17T14:00:00Z,JD,28.16,354,Market,Filled,9968.64,0,0,0,0,0,1 
2015-03-17T14:00:00Z,TZOO,9.55,-1032,Market,Filled,-9855.6,-0.0072463768115942028985507246,-0.0113871635610766045548654244,0.0041407867494824016563146998,-0.0113871635610766045548654244,-0.0261268063685689399938158988,   0 
2015-03-17T14:00:00Z,TRIP,73.889901295,135,Market,Filled,9975.136674825,0,0,0,0,0,1 
2015-03-17T14:00:00Z,W,31.99,-345,Market,Filled,-11036.55,0.1639514731369150779896013865,   0,0.0551126516464471403812824957,0.1088388214904679376083188908,0.0062061274712921160061541344, 0.1 
2015-03-17T15:00:00Z,EBAY,24.281035605304,-406,Market,Filled,-9858.1004557533,-0.0030075187969924812030075188,-0.0143692564745196324143692565,0.0113617376775271512113617377,-0.0105263157894736842105263158,-0.0077880381979395520232478752,   0 
2015-03-17T15:00:00Z,JD,27.78,-354,Market,Filled,-9834.12,-0.0134943181818181818181818182,-0.0134943181818181818181818182,   0,-0.0134943181818181818181818182,-0.0029565746753246753246753247,   0 
2015-03-17T15:00:00Z,OSTK,23.87,-415,Market,Filled,-9906.05,0.0120934111759799833194328607,-0.0045871559633027522935779817,0.0166805671392827356130108424,-0.0045871559633027522935779817,0.0029498815199195327400928847, 0.3 
2015-03-17T16:00:00Z,JD,28.01,356,Market,Filled,9971.56,0,0,0,0,0,1 
2015-03-17T16:00:00Z,TZOO,9.57,1042,Market,Filled,9971.94,0,0,0,0,0,1 
2015-03-17T16:00:00Z,TRIP,73.818759255,-135,Market,Filled,-9965.532499425,-0.0009628114093152003851245637,-0.0040919484895896016367793958,   0,-0.0009628114093152003851245637,-0.0027353681594764558445038972,   0 
2015-03-17T17:00:00Z,CPRT,9.3475,-1061,Market,Filled,-9917.6975,0.0034574468085106382978723404,-0.0055851063829787234042553191,0.0090425531914893617021276595,-0.0055851063829787234042553191,-0.0113924709112115438053393321,   0 
2015-03-17T17:00:00Z,EXPE,87.76720513,-115,Market,Filled,-10093.22858995,0.0297698096502877379371403276,   0,0.0112881806108897742363877822,0.0201416555998229305002213369,-0.0060061102752693649902189382, 0.1 
2015-03-17T17:00:00Z,PETS,12.782047179,-778,Market,Filled,-9944.432705262,0.0019059720457433290978398983,-0.0019059720457433290978398983,0.0038119440914866581956797966,-0.0019059720457433290978398983,0.0028891493470495802600646221, 0.6 
2015-03-17T17:00:00Z,TZOO,9.56,-1042,Market,Filled,-9961.52,-0.0010449320794148380355276907,-0.0010449320794148380355276907,   0,-0.0010449320794148380355276907,-0.0212600362992168622569285301,   0 
2015-03-17T17:00:00Z,TRIP,73.8098665,135,Market,Filled,9964.3319775,0,0,0,0,0,1 
2015-03-17T18:00:00Z,EBAY,24.465541954888,407,Market,Filled,9957.4755756395,0,0,0,0,0,1 
2015-03-17T19:00:00Z,EXPE,88.443216365,112,Market,Filled,9905.64023288,0,0,0,0,0,1 
2015-03-17T19:00:00Z,STMP,57.68,-171,Market,Filled,-9863.28,0.0117241379310344827586206897,-0.0055172413793103448275862069,0.0172413793103448275862068966,-0.0055172413793103448275862069,-0.0135509343924720708717993837, 0.4 
2015-03-17T20:00:00Z,EBAY,24.33843758073,-407,Market On Open,Filled,-9905.7440953571,0.0021786492374727668845315904,-0.003016591251885369532428356,0.0051952404893581364169599464,-0.003016591251885369532428356,-0.0076455718756327499303888438,   0 
2015-03-17T20:00:00Z,NETE,117,85,Market On Open,Filled,9945,0,0,0,0,0,1 
2015-03-18T14:00:00Z,AMZN,369.08,-26,Market,Filled,-9596.08,0.0047263547988613781620924862,-0.0088619152478650840539234116,0.0135882700467264622160158978,-0.0088619152478650840539234116,-0.0115535456730138782438378311,   0 
2015-03-18T14:00:00Z,GRPN,154.8,-63,Market,Filled,-9752.4,0.0076530612244897959183673469,-0.0127551020408163265306122449,0.0204081632653061224489795918,-0.0127551020408163265306122449,0.0021596042997351612400685465, 0.9 
2015-03-18T14:00:00Z,MELI,124.463710305,-79,Market,Filled,-9832.633114095,0.0102081190155891429927989238,-0.0050644931550209701669700087,0.0152726121706101131597689325,-0.0050644931550209701669700087,-0.0034973438134630327005226596, 0.7 
2015-03-18T14:00:00Z,STMP,59.5,167,Market,Filled,9936.5,0,0,0,0,0,1 
2015-03-18T15:00:00Z,BABA,83.61,-119,Market,Filled,-9949.59,0.0175059952038369304556354916,   0,0.0149880095923261390887290168,0.0025179856115107913669064748,-0.0058543317998859937976442205, 0.1 
2015-03-18T15:00:00Z,BKNG,1155.83,8,Market,Filled,9246.64,0,0,0,0,0,1 
2015-03-18T15:00:00Z,GRUB,45.08,-231,Market,Filled,-10413.48,0.063676504764118057169416686,-0.0020915640250987683011852196,0.0160353241924238903090866837,0.0476411805716941668603300023,-0.0092030107524038597022698508, 0.1 
2015-03-18T15:00:00Z,TZOO,9.79,1018,Market,Filled,9966.22,0,0,0,0,0,1 
2015-03-18T16:00:00Z,BKNG,1150.06,-8,Market,Filled,-9200.48,-0.0049920836109116392549077286,-0.0049920836109116392549077286,   0,-0.0049920836109116392549077286,-0.0122774444017003009813283363,   0 
2015-03-18T19:00:00Z,BABA,84.77,117,Market,Filled,9918.09,0,0,0,0,0,1 
2015-03-18T19:00:00Z,BKNG,1172.12,8,Market,Filled,9376.96,0,0,0,0,0,1 
2015-03-18T20:00:00Z,AMZN,373.87,26,Market On Open,Filled,9720.62,0,0,0,0,0,1 
2015-03-18T20:00:00Z,GRUB,45.07,220,Market On Open,Filled,9915.4,0,0,0,0,0,1 
2015-03-18T20:00:00Z,MELI,124.424113165,79,Market On Open,Filled,9829.504940035,0,0,0,0,0,1 
2015-03-19T14:00:00Z,GRUB,45.12,-220,Market,Filled,-9926.4,-0.0039735099337748344370860927,-0.0039735099337748344370860927,   0,-0.0039735099337748344370860927,0.0168415475195843160930612586, 0.5 
2015-03-19T14:00:00Z,MELI,124.29542246,-79,Market,Filled,-9819.33837434,-0.0057016154577130186886284447,-0.0057016154577130186886284447,   0,-0.0057016154577130186886284447,-0.0034175156545217457246057203, 0.3 
2015-03-19T15:00:00Z,FLWS,12.78,780,Market,Filled,9968.4,0,0,0,0,0,1 
2015-03-19T15:00:00Z,W,33.13,301,Market,Filled,9972.13,0,0,0,0,0,1 
2015-03-19T16:00:00Z,STMP,58.85,-167,Market,Filled,-9827.95,-0.0084033613445378151260504202,-0.019159663865546218487394958,0.0075630252100840336134453782,-0.0109243697478991596638655462,-0.0093645870306167501345038811, 0.4 
2015-03-19T17:00:00Z,STMP,58.98,169,Market,Filled,9967.62,0,0,0,0,0,1 
2015-03-19T17:00:00Z,TZOO,9.7,-1018,Market,Filled,-9874.6,0.0255362614913176710929519918,-0.0091930541368743615934627171,0.0347293156281920326864147089,-0.0091930541368743615934627171,-0.0137247223462542769181584605,   0 
2015-03-19T18:00:00Z,JD,28.86,-356,Market,Filled,-10274.16,0.0357015351660121385219564441,   0,0.0139235987147447340235630132,0.0303463048911103177436629775,0.0002566272423577850211195445, 0.1 
2015-03-19T18:00:00Z,PETS,12.757638432,781,Market,Filled,9963.715615392,0,0,0,0,0,1 
2015-03-19T19:00:00Z,JD,29,343,Market,Filled,9947,0,0,0,0,0,1 
2015-03-19T19:00:00Z,NETE,117,-85,Market,Filled,-9945,0.0427350427350427350427350427,-0.0341880341880341880341880342,0.0427350427350427350427350427,   0,-0.1389705882352941176470588235,   0 
2015-03-19T19:00:00Z,TZOO,9.8,1017,Market,Filled,9966.6,0,0,0,0,0,1 
2015-03-19T20:00:00Z,GRUB,45.37,220,Market On Open,Filled,9981.4,0,0,0,0,0,1 
2015-03-20T14:00:00Z,FLWS,12.66,-780,Market,Filled,-9874.8,-0.000782472613458528951486698,-0.0093896713615023474178403756,0.0086071987480438184663536776,-0.0093896713615023474178403756,0.0221935629843316929690593359, 0.9 
2015-03-20T14:00:00Z,STMP,58.36,-169,Market,Filled,-9862.84,-0.000678195998643608002712784,-0.0105120379789759240420481519,0.0098338419803323160393353679,-0.0105120379789759240420481519,-0.0075005365912262069454883573, 0.4 
2015-03-20T15:00:00Z,CPRT,9.38,1063,Market,Filled,9970.94,0,0,0,0,0,1 
2015-03-20T15:00:00Z,GRUB,44.69,-220,Market,Filled,-9831.8,-0.009504862953138815207780725,-0.0121573828470380194518125553,0.0026525198938992042440318303,-0.0121573828470380194518125553,0.0106925099265395474506660895, 0.3 
2015-03-20T17:00:00Z,BABA,85.37,-117,Market,Filled,-9988.29,0.0251268137312728559631945264,-0.0021233927096850300813967205,0.0185207030789194290432936181,0.0070779756989501002713224018,-0.0016773028305212695007356521, 0.5 
2015-03-20T17:00:00Z,OSTK,23.71,420,Market,Filled,9958.2,0,0,0,0,0,1 
2015-03-20T18:00:00Z,EBAY,23.969424881561,416,Market,Filled,9971.2807507295,0,0,0,0,0,1 
2015-03-20T18:00:00Z,MELI,123.592573225,80,Market,Filled,9887.405858,0,0,0,0,0,1 
2015-03-20T18:00:00Z,OSTK,23.26,-420,Market,Filled,-9769.2,-0.0189793336145086461408688317,-0.0189793336145086461408688317,   0,-0.0189793336145086461408688317,-0.0060263737284233416783070667,   0 
2015-03-20T18:00:00Z,W,32.2,-301,Market,Filled,-9692.2,0.0021128886205855719891337157,-0.0329006942348324781165107154,0.0350135828554180501056444311,-0.0280712345306368849984907938,0.0951478158883574553476379223, 0.9 
2015-03-20T20:00:00Z,EBAY,23.842320507403,-416,Market On Open,Filled,-9918.4053310797,-0.0039343140608963393773520356,-0.0090660280533698255217242559,0.0051317139924734861443722203,-0.0090660280533698255217242559,-0.003621534932033815131357946,   0 
2015-03-20T20:00:00Z,MELI,123.533177515,-80,Market On Open,Filled,-9882.6542012,-0.0020824989987985582699239087,-0.0028033640368442130556668002,   0,-0.0020824989987985582699239087,-0.0053397038118215726467579911,   0 
2015-03-23T14:00:00Z,GRUB,45.1,221,Market,Filled,9967.1,0,0,0,0,0,1 
2015-03-23T14:00:00Z,JD,28.96,-343,Market,Filled,-9933.28,0.004827586206896551724137931,-0.0020689655172413793103448276,0.0062068965517241379310344827,-0.0013793103448275862068965517,0.0002972676364464549718584608, 0.1 
2015-03-23T14:00:00Z,MELI,124.21622818,80,Market,Filled,9937.2982544,0,0,0,0,0,1 
2015-03-23T15:00:00Z,EBAY,24.035027139191,415,Market,Filled,9974.5362627644,0,0,0,0,0,1 
2015-03-23T15:00:00Z,GRPN,154.8,64,Market,Filled,9907.2,0,0,0,0,0,1 
2015-03-23T15:00:00Z,JD,29,343,Market,Filled,9947,0,0,0,0,0,1 
2015-03-23T16:00:00Z,NETE,117,85,Market,Filled,9945,0,0,0,0,0,1 
2015-03-23T16:00:00Z,STMP,58.68,169,Market,Filled,9916.92,0,0,0,0,0,1 
2015-03-23T17:00:00Z,FLWS,12.66,787,Market,Filled,9963.42,0,0,0,0,0,1 
2015-03-23T18:00:00Z,AMZN,377.5,-26,Market,Filled,-9815,0.0136215812763235058911339766,-0.0073572532921042810684011302,0.0080769845924188303033534147,0.0062909846990456896092125606,-0.0082636881332820195044304339, 0.1 
2015-03-23T18:00:00Z,STMP,58.79,-169,Market,Filled,-9935.51,0.0018745739604635310156782549,-0.0018745739604635310156782549,   0,0.0018745739604635310156782549,-0.0093146099619243020984572506, 0.1 
2015-03-23T19:00:00Z,GRPN,153.4,-64,Market,Filled,-9817.6,-0.003875968992248062015503876,-0.0090439276485788113695090439,0.0051679586563307493540051679,-0.0090439276485788113695090439,-0.0123839846015925750145019248,   0 
2015-03-23T19:00:00Z,JD,29.04,-343,Market,Filled,-9960.72,0.0068965517241379310344827586,   0,0.0055172413793103448275862069,0.0013793103448275862068965517,0.0006137700995006421639766874, 0.2 
2015-03-23T19:00:00Z,STMP,58.65,170,Market,Filled,9970.5,0,0,0,0,0,1 
